ENTREZID	GENENAME	SYMBOL	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test
3422	isopentenyl-diphosphate delta isomerase 1	IDI1	0.359933219797199	0	0.0242963299623131	0	-0.529661622224703	-1
3837	karyopherin subunit beta 1	KPNB1	0.10900061041924	0	0.203216359403768	0	0.306279616357301	0
39	acetyl-CoA acetyltransferase 2	ACAT2	1.26519079696805	1	1.14702152789112	0	0.942297160999271	0
3949	low density lipoprotein receptor	LDLR	1.30442868316419	0	0.484086319640939	0	-0.0634489349176093	0
4047	lanosterol synthase	LSS	1.35237602105968	1	1.78706381119219	1	1.4371153194394	1
47	ATP citrate lyase	ACLY	-0.236958610156542	0	-0.304274184675076	-1	-0.300098512515794	0
4790	nuclear factor kappa B subunit 1	NFKB1	1.20440687537338	1	1.12202190531884	1	0.821096699512927	1
4802	nuclear transcription factor Y subunit gamma	NFYC	-0.190147297238425	0	-0.236447148323435	0	-0.597708294634829	-1
50814	NAD(P) dependent steroid dehydrogenase-like	NSDHL	-0.0377156007177089	0	-0.412773686854974	-1	-0.586409099430959	-1
51141	insulin induced gene 2	INSIG2	-0.111223119647141	0	0.379347828733607	0	0.987796061884563	0
5336	phospholipase C gamma 2	PLCG2	-0.195961877550873	0	-0.401988998713492	-1	-0.496431962190075	-1
5465	peroxisome proliferator activated receptor alpha	PPARA	0.192729771268633	0	0.301611987642607	0	0.791323153296139	1
55361	phosphatidylinositol 4-kinase type 2 alpha	PI4K2A	-0.156251335428623	0	-0.190613852424313	0	0.137969734411024	0
55902	acyl-CoA synthetase short chain family member 2	ACSS2	-0.560506756304568	0	-0.97475188298087	-1	-0.1116443350562	0
5742	prostaglandin-endoperoxide synthase 1	PTGS1	-0.589435032107687	0	-0.947082984495514	-1	-2.21648641985157	-1
6256	retinoid X receptor alpha	RXRA	-0.308556522769265	0	-0.563795780238035	-1	-1.19273546579089	-1
6257	retinoid X receptor beta	RXRB	-0.674566045163473	-1	-0.747890248918859	-1	-0.516731705607151	-1
6307	methylsterol monooxygenase 1	MSMO1	0.516038292897985	0	0.166172494394965	0	-0.51109535131382	0
6309	sterol-C5-desaturase	SC5D	0.475807858793512	0	0.0163494154564656	0	0.0466866845887477	0
6319	stearoyl-CoA desaturase	SCD	0.494547080676956	0	0.569188183164512	0	0.874239768654881	0
6646	sterol O-acyltransferase 1	SOAT1	0.579297935074463	0	1.06616177266802	1	1.5509786321416	1
6667	Sp1 transcription factor	SP1	-0.523972574932971	-1	-0.565389448790267	-1	-0.220888344445923	0
7351	uncoupling protein 2	UCP2	-0.266661630766103	0	-0.531189537386037	0	-0.279758913549816	0
8394	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	PIP5K1A	0.454649645474451	1	0.573691069312693	1	0.30655452640196	0
8396	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	PIP4K2B	-0.638279864142362	-1	-0.774564936033821	-1	-0.189281535766256	0
8542	apolipoprotein L1	APOL1	-0.0799084336792877	0	0.405102344869137	0	1.43189565102835	1
8613	phospholipid phosphatase 3	PLPP3	1.34455148433507	1	1.95381778480795	1	2.25755212430532	1
8760	CDP-diacylglycerol synthase 2	CDS2	-0.246971129194685	0	0.280378533101111	0	0.449028110285816	1
9663	lipin 2	LPIN2	-0.0732576162781378	0	-0.0345814975498477	0	-0.0321117304018586	0
9791	phosphatidylserine synthase 1	PTDSS1	-0.290463044748245	0	-0.309576236869653	0	-0.317734778855087	0
9885	oxysterol binding protein like 2	OSBPL2	-0.0964354858963627	0	-0.147493569095982	0	0.141122998258529	0
