ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test
369	A-Raf proto-oncogene, serine/threonine kinase	ARAF	-0.598201152407324	-1	-0.52861136934923	-1	-0.382286219384909	-1	-0.456976678709708	-1	-0.488069304984835	-1	-0.369562425738041	-1
378	ADP ribosylation factor 4	ARF4	0.369226503363928	1	0.159382459335816	0	0.14312640004623	0	0.348627937528796	1	0.176999274184846	0	0.0212559773817578	0
381	ADP ribosylation factor 5	ARF5	-0.0978233071810397	0	-0.249351663687984	0	-0.681347631428618	-1	-0.112112534310832	0	-0.421068070793687	-1	-0.5696181738791	-1
389	ras homolog family member C	RHOC	0.394333619958735	0	0.635060853799622	1	0.174134016126262	0	0.448221533913763	0	0.590768989469787	1	0.37547966999206	0
391	ras homolog family member G	RHOG	-0.167911986707201	0	-0.338706209364952	-1	-0.271036147420677	0	0.119049000743088	0	-0.274572046568831	-1	-0.206498883180737	0
392	Rho GTPase activating protein 1	ARHGAP1	-0.632891561809625	-1	-0.664910537963207	-1	-0.501332096865157	0	-0.742722776585596	-1	-0.736126082410596	-1	-0.727892734886835	-1
403	ADP ribosylation factor like GTPase 3	ARL3	-0.532787732278349	0	-1.00969710081258	-1	-0.574466227676961	0	-0.520852489579969	0	-1.02646765549104	-1	-0.484978916780772	0
405	aryl hydrocarbon receptor nuclear translocator	ARNT	-0.305444003701398	0	-0.367569484690467	0	-0.507527610715814	-1	-0.511632872916842	-1	-0.417493896378121	-1	-0.328452252226443	0
406	aryl hydrocarbon receptor nuclear translocator like	ARNTL	0.304025493623477	0	0.630618021603476	1	0.0815572505691513	0	0.189280614711862	0	0.607996391643988	1	0.16352560095771	0
408	arrestin beta 1	ARRB1	-0.429654701196897	-1	-0.300699935329805	0	-0.164753438144182	0	-0.717476118591748	-1	-0.678443726328949	-1	-0.338045410383391	0
414	arylsulfatase D	ARSD	-0.502645213017606	0	-0.827886740531291	-1	-0.715408426766921	-1	-0.622816387437361	-1	-0.931088998873213	-1	-0.986585045488384	-1
435	argininosuccinate lyase	ASL	-0.325627068353892	0	-0.431661143827251	0	-0.459687947247213	-1	-0.292230172619176	0	-0.468309294210474	-1	-0.633430185376648	-1
444	aspartate beta-hydroxylase	ASPH	1.34123586194044	1	1.89451320031333	1	0.564998435126926	0	1.03365207775069	1	1.56866216577748	1	0.411526068365781	0
467	activating transcription factor 3	ATF3	2.28746959538675	1	2.07202233291265	1	1.28154165995758	1	2.9233042549369	1	2.85205614570568	1	2.06107344678284	1
468	activating transcription factor 4	ATF4	0.294756278275567	1	0.302193812887429	1	0.0716781120655963	0	0.333373624256284	1	0.455870878871686	1	0.352889348160639	1
472	ATM serine/threonine kinase	ATM	-0.226772634158117	0	-0.64176431518999	-1	-0.0418085675345914	0	-0.381117104887926	0	-0.866855926989997	-1	-0.382888080047636	0
473	arginine-glutamic acid dipeptide repeats	RERE	-1.19278679745149	-1	-0.802356269515016	0	-0.596543571748754	0	-1.21217591241192	-1	-1.23789700902093	-1	-0.592407557240461	0
475	antioxidant 1 copper chaperone	ATOX1	0.41324320512603	1	0.377497636241209	1	0.95838231100157	1	0.488137346846118	1	0.673912562448773	1	1.0629748955359	1
488	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	ATP2A2	0.864741266307274	1	0.713599038758931	1	0.435874406189928	0	0.732731533407163	1	0.70621496149019	1	0.514829772133234	1
498	ATP synthase F1 subunit alpha	ATP5F1A	-0.454925103578045	-1	-0.420184234570709	0	-0.0737039964096891	0	-0.477088078236125	-1	-0.424032224881467	-1	-0.268325354711838	0
517	ATP synthase membrane subunit c locus 2	ATP5MC2	-0.372042744091507	0	-0.540169312111251	-1	-0.366167943935279	0	-0.348857898734767	0	-0.560533024971487	-1	-0.430112776402146	-1
523	ATPase H+ transporting V1 subunit A	ATP6V1A	0.727600488609566	1	0.790941404442329	1	0.749918347355484	1	0.671654124567635	1	0.749687173641439	1	0.782097172206567	1
528	ATPase H+ transporting V1 subunit C1	ATP6V1C1	0.836311047253133	1	0.932463127240872	1	0.805039274247337	1	0.689569108340716	1	0.806989209049544	1	0.745846482680216	1
529	ATPase H+ transporting V1 subunit E1	ATP6V1E1	0.458174170845794	1	0.388280935544957	0	0.277765083815767	0	0.414016074550064	1	0.382080481490423	1	0.497532101466833	1
571	BTB domain and CNC homolog 1	BACH1	0.942927607439364	1	0.788440360085518	1	0.376736048491225	0	0.800915271605287	1	0.98800589897985	1	0.651312438830642	1
573	BCL2 associated athanogene 1	BAG1	0.382815904874013	0	0.393795306333621	1	0.414402829776613	1	0.527964832471854	1	0.661369585698603	1	0.357519396253542	0
580	BRCA1 associated RING domain 1	BARD1	-0.669343869946683	0	-0.796233438058197	-1	-0.469253728806075	0	-0.533583954090295	0	-0.525172398355394	0	-0.853508279290656	-1
581	BCL2 associated X, apoptosis regulator	BAX	0.77003675909161	1	0.642584054131742	1	0.310177173620595	0	0.553706492644846	1	0.484496043836053	0	0.388439082262007	0
583	Bardet-Biedl syndrome 2	BBS2	-0.490479723952022	-1	-0.746717334231347	-1	-0.222772898396149	0	-0.676982114292541	-1	-0.784203322428105	-1	0.182309039221972	0
585	Bardet-Biedl syndrome 4	BBS4	-0.423276361026408	-1	-0.236776887143819	0	-0.190405566641266	0	-0.58592952227808	-1	-0.611685052938835	-1	-0.0460310542858373	0
587	branched chain amino acid transaminase 2	BCAT2	-0.559893987290327	0	-0.60603934574389	0	-0.752220799689111	-1	-0.509303467707229	0	-0.765647517743702	-1	-0.599699613813616	0
593	branched chain keto acid dehydrogenase E1 subunit alpha	BCKDHA	-0.801500268578748	-1	-0.866990617660399	-1	-0.38612662309613	0	-0.664129010644473	-1	-1.13040498221661	-1	-0.368822035689497	0
604	BCL6 transcription repressor	BCL6	0.381761059025912	1	0.328048235386911	0	0.344493558876081	0	0.635813390467941	1	0.4918595604783	1	0.342547167089114	0
629	complement factor B	CFB	-0.268259773727296	0	0.0343662813155632	0	2.0535141547144	1	0.503292793310738	0	1.38105994145322	1	3.11529215589713	1
637	BH3 interacting domain death agonist	BID	0.655142851090503	1	0.697772831239522	1	0.494030737774114	1	0.955108902345359	1	1.04931454848292	1	0.451291347528015	1
644	biliverdin reductase A	BLVRA	-0.632909822285775	-1	-0.641990595353446	-1	-0.539290881013683	0	-0.413366303778419	0	-0.615961017110894	-1	-0.152583535629898	0
645	biliverdin reductase B	BLVRB	-0.49994782200049	0	-0.492874756706753	0	-0.956767403480955	-1	-0.535941538774885	0	-0.718685608045385	-1	-0.960320694828818	-1
664	BCL2 interacting protein 3	BNIP3	1.5878386607803	1	1.49597702870671	1	0.587051471054288	0	0.861468753123317	1	0.951335511642903	1	0.591167716060383	0
689	basic transcription factor 3	BTF3	-0.395132354509903	0	-0.3360556177773	-1	-0.304745979482821	-1	-0.226333087200011	0	-0.164816633414395	0	-0.308404974664823	-1
694	BTG anti-proliferation factor 1	BTG1	0.343883429606313	0	0.207640074201423	0	0.845434143818171	1	0.90727265680199	1	1.09086972512633	1	1.33276171798098	1
710	serpin family G member 1	SERPING1	0.0980143705327308	0	0.538504911006424	0	2.33571846677445	1	0.12701392150632	0	0.806052612139045	0	2.55977949122062	1
728	complement C5a receptor 1	C5AR1	0.817109268729604	1	0.81489509984249	1	0.512754110395482	0	0.714852410007722	0	0.749464466207087	1	0.541176623850154	0
738	VPS51 subunit of GARP complex	VPS51	-0.440411388624046	-1	-0.536940569174241	-1	-0.398370479781883	0	-0.316435093980022	0	-0.51366030738944	-1	-0.311609248827486	0
754	PTTG1 interacting protein	PTTG1IP	-0.312728767247631	0	-0.478911649664227	-1	-0.412042543374723	-1	-0.430988946466902	-1	-0.545111118939477	-1	-0.556757866012523	-1
788	solute carrier family 25 member 20	SLC25A20	-0.767929543505986	-1	-0.761751667397295	-1	-0.191324774936263	0	-0.8730779714412	-1	-1.063990315355	-1	-0.284381169502138	0
813	calumenin	CALU	0.277170588214751	0	0.474050137068891	1	0.523783781894968	1	0.199880157015549	0	0.352748257429701	1	0.462340789521935	1
818	calcium/calmodulin dependent protein kinase II gamma	CAMK2G	-1.16882812322013	-1	-1.35342739829199	-1	-0.92036928128638	0	-1.16531486313644	-1	-1.93825917318958	-1	-1.25180498963356	-1
823	calpain 1	CAPN1	-0.408484554618585	-1	-0.495243904872201	-1	-0.355038517187099	0	-0.544424481678899	-1	-0.675165833903588	-1	-0.329957493031531	0
831	calpastatin	CAST	0.364905743192104	1	0.288483444054098	1	-0.399545020353241	-1	0.258123424904182	1	0.25348185562318	1	-0.854970327938922	-1
832	capping actin protein of muscle Z-line subunit beta	CAPZB	-0.161686103311956	0	-0.185937991222827	0	-0.264965678246876	-1	-0.12932931714256	0	-0.133950223276361	0	-0.340791696882897	-1
834	caspase 1	CASP1	-0.233037607314388	0	-0.0815898510191282	0	0.446105779473253	1	-0.11261810443817	0	0.239206916283615	0	0.470993424044595	1
835	caspase 2	CASP2	-1.02383310221004	-1	-0.741917964993286	-1	-0.514169671754404	-1	-1.40344087836333	-1	-1.28823356437077	-1	-0.612726525056283	-1
839	caspase 6	CASP6	-0.941774896234369	-1	-0.773316645914257	-1	-0.51062805134343	-1	-1.05880722940176	-1	-0.971543204805968	-1	-0.847322275181652	-1
840	caspase 7	CASP7	0.151370792830097	0	0.630406181640677	1	0.944746366712215	1	0.260246279315279	0	0.828379582705534	1	1.08986238794743	1
841	caspase 8	CASP8	-1.17206572352431	-1	-0.846386617323155	-1	-0.364109599957013	0	-1.42242184425994	-1	-1.16676903913448	-1	-0.438315281526974	0
843	caspase 10	CASP10	-1.38408084459651	-1	-1.04980447600552	-1	-0.189377533460096	0	-0.934013623011261	-1	-0.848285637578027	-1	-0.129912534524493	0
900	cyclin G1	CCNG1	-0.524655994125991	-1	-0.465568856410856	0	-0.388341336389319	0	-0.532178524598665	-1	-0.436890939044579	0	0.0587079135409567	0
920	CD4 molecule	CD4	-0.0952461169904719	0	-0.212698935500004	0	-0.411897218511548	-1	-0.205558853642323	0	-0.305001370370965	0	-0.516398269921888	-1
941	CD80 molecule	CD80	1.35107917410172	1	1.12125957554085	1	1.46356822337354	1	2.05878318100958	1	2.12142516547298	1	1.98981266170743	1
942	CD86 molecule	CD86	0.530185432463195	1	0.368670619008119	0	-0.109734063228283	0	0.797909977354509	1	0.515806670762688	1	0.443915343636849	0
945	CD33 molecule	CD33	-0.724304730494781	-1	-0.986937678627836	-1	-0.59999099914597	-1	-0.79634784248508	-1	-1.43747134349508	-1	-0.931514459009385	-1
950	scavenger receptor class B member 2	SCARB2	-0.160068046827787	0	-0.109093682524492	0	0.741675348738102	1	-0.116110505366102	0	0.243930640777409	0	0.758545590139819	1
955	ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6	-0.460046692451257	-1	-0.477378801459498	-1	-0.432610486257358	-1	-0.521148561852934	-1	-0.636336651583498	-1	-0.380901917690448	-1
958	CD40 molecule	CD40	0.82972354550672	0	1.24045807042207	1	1.04576611289516	1	3.02942352429186	1	1.49816918504852	1	1.2959362338657	1
962	CD48 molecule	CD48	0.846159173941496	1	1.40242619618355	1	1.77114500096157	1	1.25153968038185	1	1.77433707045157	1	1.75372422472269	1
965	CD58 molecule	CD58	0.422361445631109	0	0.539107613907504	1	0.494806553731731	1	0.569274793557689	1	0.669040645341354	1	0.589740993300218	1
998	cell division cycle 42	CDC42	0.883220223263821	1	0.845887649811074	1	0.1736724928392	0	0.925396138887722	1	1.17249564221758	1	0.0753010706272086	0
1019	cyclin dependent kinase 4	CDK4	0.656026559821868	1	0.734923563123138	1	0.680292611575531	1	0.60753466824892	1	0.637445956402837	1	0.494433707656246	1
1021	cyclin dependent kinase 6	CDK6	0.842874259711964	1	0.652065561186248	1	-0.130383782530235	0	0.804636149657519	1	0.689055744853343	1	-0.335082388867569	0
1025	cyclin dependent kinase 9	CDK9	-0.31808051169968	-1	-0.0569473224102381	0	-0.0599177774889323	0	-0.376139855276124	-1	-0.242644856385565	0	0.103830228966119	0
1051	CCAAT enhancer binding protein beta	CEBPB	1.04411488797751	1	0.863957398745098	1	0.938712474744213	1	1.18384717432298	1	1.0407137508761	1	1.10833061672885	1
1070	centrin 3	CETN3	-0.527282781552746	0	-0.71439562170181	-1	-0.312173838893145	0	-0.795515086797764	-1	-1.15980244582976	-1	-0.4544557472209	0
1109	aldo-keto reductase family 1 member C4	AKR1C4	1.28491448602682	1	2.09438648464132	1	0.669081717308943	0	0.98360896484362	0	2.06544145809746	1	1.26463952127841	1
1124	chimerin 2	CHN2	-0.636260578910477	0	-1.35557025003877	-1	-0.979045066945949	0	-0.590807013550206	0	-1.41879555184987	-1	-1.64161647967102	-1
1130	lysosomal trafficking regulator	LYST	0.520889526489263	0	0.950252796321083	1	1.1117020887521	1	0.584182135403006	0	1.32833232115709	1	1.54296351508063	1
1164	CDC28 protein kinase regulatory subunit 2	CKS2	1.26669773404701	1	0.631594461689955	0	0.562902251710591	0	1.08242246882895	1	0.981679975747445	1	0.559962062016423	0
1173	adaptor related protein complex 2 subunit mu 1	AP2M1	-0.143411066957032	0	-0.246810393818297	0	-0.488419174097663	-1	-0.172536649702465	0	-0.449998888188109	-1	-0.363659397183165	-1
1195	CDC like kinase 1	CLK1	0.506083377773027	1	0.303506194305996	0	0.107740595259118	0	0.408967171213481	1	0.334991908067421	0	0.0407202631005319	0
1196	CDC like kinase 2	CLK2	-0.413981483232202	-1	-0.246052963863381	0	-0.404872233038486	-1	-0.479022961340037	-1	-0.35238439373318	-1	-0.357702886977103	-1
1203	CLN5 intracellular trafficking protein	CLN5	0.116670557273434	0	0.0813947418569292	0	0.475015579041955	1	-0.0294754318636823	0	-0.0977898813833562	0	0.489762756095011	1
1207	chloride nucleotide-sensitive channel 1A	CLNS1A	-0.751011075949746	-1	-0.668548243888592	-1	-0.081560387742833	0	-0.588246726878868	-1	-0.725890554208867	-1	0.07246622827628	0
1213	clathrin heavy chain	CLTC	-0.094686856148952	0	-0.216717046048506	0	-0.309111905097906	-1	-0.275733790132524	0	-0.413813087853358	-1	-0.496195365785903	-1
1263	polo like kinase 3	PLK3	1.83709720074043	1	1.42512048917222	1	1.54384594723516	1	2.18668731124167	1	2.03741622922019	1	1.75222198129219	1
1265	calponin 2	CNN2	-0.0761152786356849	0	-0.539559145561212	-1	-0.711486557012561	-1	-0.091028418874874	0	-0.541636137564698	-1	-0.772146356296711	-1
1318	solute carrier family 31 member 2	SLC31A2	-0.0330037641753194	0	0.306265334495533	0	0.764582512449321	1	0.116705176559185	0	0.481020510882619	1	0.931603774344076	1
1340	cytochrome c oxidase subunit 6B1	COX6B1	-0.305649802939307	-1	-0.316398877524437	-1	-0.278735480555213	0	-0.255256262567366	0	-0.315846121128297	-1	-0.219371728617096	0
1376	carnitine palmitoyltransferase 2	CPT2	-0.698661910540707	-1	-0.846866699558786	-1	-0.309963400260242	0	-0.878358886290828	-1	-1.09334099319535	-1	-0.4707350028007	0
1386	activating transcription factor 2	ATF2	0.396983087653011	1	0.336424664855928	0	0.190035079384085	0	0.295245922327167	0	0.357352715797386	1	0.263199784881644	0
1388	activating transcription factor 6 beta	ATF6B	-0.405659490742861	-1	-0.599255511162768	-1	-0.539131696001187	-1	-0.418643966861531	-1	-0.703478002152416	-1	-0.627648193319784	-1
1389	cAMP responsive element binding protein like 2	CREBL2	-0.242261735007423	0	-0.59245800590495	-1	-0.0498049516260917	0	-0.231381219074192	0	-0.538208383555098	-1	-0.0994243590105501	0
1390	cAMP responsive element modulator	CREM	0.83419861265971	1	-0.13852701672961	0	-1.04875982819612	-1	0.836397977448836	1	0.27613465752898	0	-0.795353523732667	-1
1407	cryptochrome circadian regulator 1	CRY1	1.27633467175454	1	1.03314446814531	1	0.118434563785279	0	1.15732875580452	1	0.987262959101722	1	0.173229267420812	0
1434	chromosome segregation 1 like	CSE1L	-0.313027806342296	0	-0.418876449202003	-1	-0.387645161310504	0	-0.374001881406192	0	-0.399093922441738	-1	-0.531384905507991	-1
1435	colony stimulating factor 1	CSF1	1.81052143192579	1	2.10457981197848	1	1.69193261039354	1	2.25869862960622	1	2.34771360140063	1	1.50021814963713	1
1436	colony stimulating factor 1 receptor	CSF1R	-0.220620695568279	0	-0.457493997958593	0	-0.596134150895342	-1	-0.277131322390733	0	-0.632110736720128	-1	-1.32711700937159	-1
1439	colony stimulating factor 2 receptor beta common subunit	CSF2RB	-0.55637713383959	-1	-0.234389549174365	0	0.386889076228094	0	-0.282479667606538	0	-0.0519750213352843	0	0.689552397130216	1
1445	C-terminal Src kinase	CSK	-0.710191849062813	-1	-0.512201326220319	0	-0.679780127448087	0	-0.773836299329535	-1	-0.541383267149875	-1	-0.589034854296939	-1
1452	casein kinase 1 alpha 1	CSNK1A1	0.278358015732751	1	0.219712981627785	0	-0.0931495434621361	0	0.438473140333446	1	0.169334939380636	0	-0.043559518018963	0
1455	casein kinase 1 gamma 2	CSNK1G2	-0.454514878762623	-1	-0.475304552528923	-1	-0.421225433655986	-1	-0.316938923565095	-1	-0.494514540177986	-1	-0.482846736004642	-1
1477	cleavage stimulation factor subunit 1	CSTF1	-0.36836557022688	0	-0.419931600531475	-1	-0.262522918720414	0	-0.602437070478786	-1	-0.716603949191317	-1	-0.349471688535482	-1
1497	cystinosin, lysosomal cystine transporter	CTNS	0.70983428400884	1	0.602035381456201	1	0.0996666791895624	0	0.369454840298809	0	0.355862497449344	1	-0.188068181085141	0
1499	catenin beta 1	CTNNB1	0.576008599536815	1	0.614359388861615	1	0.404731513307789	0	0.417102692056568	0	0.520524417448895	1	0.539202885957021	1
1514	cathepsin L	CTSL	0.437329946838057	1	0.662085636675478	1	0.604444618875837	1	0.343989898728562	1	0.474865759392818	1	0.736000577601377	1
1519	cathepsin O	CTSO	-0.342856178567626	0	-0.583181705838843	-1	0.0419883113925579	0	-0.408576354446819	0	-0.639122532188763	-1	-0.0300648723849974	0
1523	cut like homeobox 1	CUX1	-0.0824982079876317	0	-0.154491009068719	0	-0.542581103939364	-1	0.0167995786589064	0	-0.0949346501494226	0	-0.394403771810838	-1
1528	cytochrome b5 type A	CYB5A	-0.103834283770839	0	0.170551644373248	0	0.870134890722392	1	0.0920658283108668	0	0.249611414524367	0	1.33287112294563	1
1593	cytochrome P450 family 27 subfamily A member 1	CYP27A1	0.661758179780765	0	1.18209936132652	0	1.81673631360289	1	0.397486828885604	0	0.934895928550237	0	1.84174246027373	1
1601	DAB adaptor protein 2	DAB2	-0.180227982386731	0	-0.0863833505862708	0	-0.462779899218042	-1	-0.404119989477598	-1	-0.273025868951999	0	-0.476638919744826	-1
1611	death associated protein	DAP	-0.198424558258171	0	-0.560991801004391	-1	-0.344411965555372	0	-0.251631597990428	0	-0.530389939263287	-1	-0.479587033758675	-1
1622	diazepam binding inhibitor, acyl-CoA binding protein	DBI	0.438013365910336	0	0.639884182140596	1	0.933724577379552	1	0.598979439194011	1	0.739977082684808	1	0.411832891827808	0
1636	angiotensin I converting enzyme	ACE	-0.268718871878738	0	-0.346240093391186	0	-0.716221172309858	-1	-0.402557572204177	0	-0.563532067462312	-1	-1.04616782450802	-1
1643	damage specific DNA binding protein 2	DDB2	-0.836843128835698	-1	-0.744511187007268	0	-0.343592073995961	0	-0.78971352308811	-1	-0.863508325737644	-1	-0.0719213180744518	0
1645	aldo-keto reductase family 1 member C1	AKR1C1	1.57293273375416	1	2.14338033326384	1	0.849717636837982	0	1.29586764580488	1	2.0956915327071	1	1.33209115584378	1
1646	aldo-keto reductase family 1 member C2	AKR1C2	1.58487971705952	1	2.17188177268486	1	0.654271041755708	0	1.25928581161901	1	1.95972559462936	1	1.16174567159216	0
1659	DEAH-box helicase 8	DHX8	-0.524125493815109	-1	-0.273815638642214	0	-0.0151601917071673	0	-0.539527464923703	-1	-0.302739920717674	0	-0.0133709854674251	0
1716	deoxyguanosine kinase	DGUOK	-0.419644743744849	-1	-0.479448277001881	-1	-0.3832023896514	0	-0.258723026831698	0	-0.560858057459617	-1	-0.257422481539219	0
1725	deoxyhypusine synthase	DHPS	-0.180521325363118	0	-0.486222644213473	-1	-0.169740288024707	0	-0.165454195683472	0	-0.322643965666689	-1	-0.0477539978528689	0
1737	dihydrolipoamide S-acetyltransferase	DLAT	0.0274632011515745	0	0.021603716551855	0	0.603424794995368	1	-0.114116362326353	0	0.00112094811404972	0	0.59135572287048	1
1739	discs large MAGUK scaffold protein 1	DLG1	-0.110730393956725	0	-0.360082148894286	-1	0.0256555470640585	0	-0.296246804960088	0	-0.695356771371356	-1	-0.256266121248611	0
1742	discs large MAGUK scaffold protein 4	DLG4	-0.619002793997083	0	-0.895301335508199	-1	-1.06424213581688	-1	-0.334414691719386	0	-0.748877556280075	-1	-0.986619543289018	-1
1777	deoxyribonuclease 2, lysosomal	DNASE2	-0.609997288930444	-1	-0.573986638491556	-1	-0.300765599366182	0	-0.528463544169071	0	-0.720181648670652	-1	-0.504290349707285	0
1786	DNA methyltransferase 1	DNMT1	-0.873265032402806	-1	-0.915388651282793	-1	-1.1603670171812	-1	-0.778943615542353	-1	-1.28131674650528	-1	-1.23771911866313	-1
1806	dihydropyrimidine dehydrogenase	DPYD	-0.168266587099986	0	-0.557067488299532	-1	0.0438978705520743	0	-0.206254281136527	0	-0.454736276595076	-1	-0.483048143390009	-1
1820	AT-rich interaction domain 3A	ARID3A	0.841591766369955	1	0.503413683403389	1	0.390151506512092	0	0.916253399750397	1	0.991537031977966	1	0.582804520768789	1
