ENTREZID	GENENAME	SYMBOL	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test	logFC
2313	Fli-1 proto-oncogene, ETS transcription factor	FLI1	-1.34461701938932	-1	-1.63262862957018	-1	-1.32975060062008	-1	-0.437777777777776
2317	filamin B	FLNB	1.15874688864347	1	1.58878907669495	1	0.913607456785892	0	-0.367777777777773
2342	farnesyltransferase, CAAX box, beta	FNTB	-0.935103530251682	-1	-1.01933299214922	-1	-0.666606438888527	-1	-0.308888888888887
2475	mechanistic target of rapamycin kinase	MTOR	-0.338791224770745	0	-0.593553780769716	-1	-0.168926289137177	0	-0.296666666666665
2526	fucosyltransferase 4	FUT4	1.11895949444279	1	1.11727235481211	1	0.870991073560253	1	0.296666666666667
2589	polypeptide N-acetylgalactosaminyltransferase 1	GALNT1	-0.113397200737214	0	-0.257423495998466	0	-0.798368534540119	-1	-0.376666666666665
2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	GART	-0.29123419215388	0	-0.0880116607907961	0	0.62498499780823	1	-0.317777777777777
2717	galactosidase alpha	GLA	0.279719424532777	0	0.393663333974954	1	0.446884833936458	1	-0.208888888888888
2734	golgi glycoprotein 1	GLG1	-0.558769318275921	-1	-0.741047109762853	-1	-0.220658585428245	0	-0.37555555555555
2746	glutamate dehydrogenase 1	GLUD1	-0.177640770590161	0	-0.290279557421448	-1	-0.485820336600247	-1	-0.365555555555552
2747	glutamate dehydrogenase 2	GLUD2	0.0453347692740049	0	-0.150411513844741	0	-0.451069348012521	-1	-0.365555555555552
2769	G protein subunit alpha 15	GNA15	-0.0764453428253926	0	-0.228845025300876	0	-0.418206167454562	-1	-0.357777777777777
2771	G protein subunit alpha i2	GNAI2	-0.282603894059632	0	-0.497080955357031	-1	-0.560209332451013	-1	-0.294444444444439
2799	glucosamine (N-acetyl)-6-sulfatase	GNS	-0.109109307339951	0	-0.0928411557514863	0	0.333987797302182	1	-0.358888888888886
2802	golgin A3	GOLGA3	-0.17972074013095	0	-0.0970518409174161	0	-0.388977175465014	-1	-0.193333333333332
2889	Rap guanine nucleotide exchange factor 1	RAPGEF1	0.540639225504911	1	0.668048404640425	1	0.574390211732917	1	-0.395555555555552
2920	C-X-C motif chemokine ligand 2	CXCL2	1.95228803572802	1	1.82767556245485	1	1.38568520643374	1	0.938888888888888
2921	C-X-C motif chemokine ligand 3	CXCL3	2.95504203550081	1	2.51379407931919	1	1.40319540867048	0	0.394444444444445
2934	gelsolin	GSN	-0.0655678504861807	0	-0.249023842921611	0	-0.700072613453116	-1	-0.352222222222218
2937	glutathione synthetase	GSS	-0.200902254414773	0	-0.355697952351299	-1	-0.151123207886984	0	-0.472222222222217
2962	general transcription factor IIF subunit 1	GTF2F1	-0.251895736100078	0	-0.338796671759592	-1	-0.449607412393657	-1	-0.399999999999993
2976	general transcription factor IIIC subunit 2	GTF3C2	-0.577377295716207	-1	-0.692288703108758	-1	-0.466138549305478	-1	-0.306666666666664
3033	hydroxyacyl-CoA dehydrogenase	HADH	-0.732313238986514	0	-1.51835881725414	-1	-2.13496904541407	-1	-0.404444444444442
3052	holocytochrome c synthase	HCCS	-0.335834237227663	-1	-0.324032294983045	-1	-0.283546938164639	-1	-0.232222222222221
3071	NCK associated protein 1 like	NCKAP1L	-0.245877016401403	0	-0.666618843258778	-1	-0.365589919842904	0	-0.281111111111111
3096	HIVEP zinc finger 1	HIVEP1	1.74402503725517	1	1.62107554884707	1	1.46731106235247	1	-0.373333333333332
3156	3-hydroxy-3-methylglutaryl-CoA reductase	HMGCR	0.294423255842529	0	-0.422550857776685	0	-1.13231184518629	-1	-0.626666666666665
3178	heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	0.306070964855767	0	0.261043360544589	0	-0.63428345892615	-1	-0.606666666666665
3275	protein arginine methyltransferase 2	PRMT2	-0.828755810139585	-1	-0.904075935766555	-1	-0.416290382472502	0	-0.456666666666663
3338	DnaJ heat shock protein family (Hsp40) member C4	DNAJC4	-0.373409834901587	0	-0.657791602521941	-1	-0.341232044548097	0	-0.223333333333332
3396	mitochondrial ribosomal protein L58	MRPL58	-0.718065392650912	-1	-0.745984386634733	-1	-0.516129281914285	0	-0.317777777777771
3422	isopentenyl-diphosphate delta isomerase 1	IDI1	0.359933219797199	0	0.0242963299623131	0	-0.529661622224703	-1	-0.571111111111104
3423	iduronate 2-sulfatase	IDS	-0.33323390880933	0	-0.419280808752092	-1	-0.31254975594025	0	-0.341111111111108
3437	interferon induced protein with tetratricopeptide repeats 3	IFIT3	1.66631055191646	1	2.16712520236419	1	1.7239276282132	1	-0.249999999999996
3551	inhibitor of nuclear factor kappa B kinase subunit beta	IKBKB	-0.359730025838511	0	-0.63643107833485	-1	-0.307280803224591	0	-0.322222222222219
3553	interleukin 1 beta	IL1B	2.91747898749852	1	2.57087174362772	1	1.84174364592239	1	0.215555555555552
3566	interleukin 4 receptor	IL4R	0.385315073781376	1	0.476374217546987	1	0.412350635651881	1	-0.472222222222221
3575	interleukin 7 receptor	IL7R	0.919870075675183	1	0.921337306893355	1	0.583377440465593	1	-0.353333333333329
3576	C-X-C motif chemokine ligand 8	CXCL8	2.34090367328847	1	2.48332188384789	1	2.18962689923214	1	0.291111111111116
3603	interleukin 16	IL16	-0.879191653351006	-1	-0.864773610880995	-1	-1.66623591230052	-1	-0.194444444444445
3606	interleukin 18	IL18	0.781360302060227	0	0.847310339548176	0	1.45315474233667	1	-0.683333333333331
3609	interleukin enhancer binding factor 3	ILF3	0.268848911095263	0	0.333568407864899	0	-0.702472585328595	-1	-0.367777777777773
3614	inosine monophosphate dehydrogenase 1	IMPDH1	-0.285391711559679	0	-0.363590075341737	-1	-0.472677182049749	-1	0.330000000000003
3631	inositol polyphosphate-4-phosphatase type I A	INPP4A	-0.642966708792176	-1	-0.612076401743996	-1	-0.145382229128982	0	-0.287777777777777
3635	inositol polyphosphate-5-phosphatase D	INPP5D	-0.948695522352594	0	-1.59141040619704	-1	-1.5415771304799	-1	-0.312222222222219
3646	eukaryotic translation initiation factor 3 subunit E	EIF3E	-0.115521399837428	0	-0.219544241712446	0	-0.352152789359014	-1	-0.437777777777776
3654	interleukin 1 receptor associated kinase 1	IRAK1	0.285690788193195	0	0.423137594104865	1	0.546979481801811	1	-0.326666666666666
3678	integrin subunit alpha 5	ITGA5	0.284188117584399	0	0.318823025650955	0	0.451345386077225	1	-0.44222222222222
3684	integrin subunit alpha M	ITGAM	-0.25897366744241	0	-0.355791103158204	0	-0.618851782696712	-1	-0.271111111111113
3687	integrin subunit alpha X	ITGAX	0.145708466160487	0	0.375095390470959	1	0.257677390538648	0	-0.462222222222216
3708	inositol 1,4,5-trisphosphate receptor type 1	ITPR1	0.373703276709392	0	0.728343444496598	1	1.26791577540188	1	-0.353333333333333
4000	lamin A/C	LMNA	0.477120318562468	0	0.286669529934207	0	-0.572511025958674	-1	-0.334444444444447
4005	LIM domain only 2	LMO2	-0.677591607629918	-1	-0.806811195375408	-1	-1.76626449821069	-1	0.194444444444444
4048	leukotriene A4 hydrolase	LTA4H	-0.638705147641769	-1	-1.12854453724012	-1	0.0791992464475282	0	-0.496666666666664
4189	DnaJ heat shock protein family (Hsp40) member B9	DNAJB9	0.838781109666087	1	0.871141700147623	1	0.558599946641289	1	-0.294444444444442
4204	methyl-CpG binding protein 2	MECP2	0.7449176598371	1	1.04633966903634	1	0.966964971381991	1	-0.326666666666666
4205	myocyte enhancer factor 2A	MEF2A	0.512624974146135	1	0.63253837793485	1	-0.169477464949304	0	-0.314444444444444
4247	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT2	-0.0656714632355175	0	-0.0457628695136236	0	-0.355511805210696	-1	-0.306666666666666
4321	matrix metallopeptidase 12	MMP12	0.491444034198016	1	0.390755596853138	1	0.156436662518884	0	0.456666666666667
4323	matrix metallopeptidase 14	MMP14	0.56554015109306	0	0.807713926158288	0	1.16535534751144	1	-0.423333333333331
4332	myeloid cell nuclear differentiation antigen	MNDA	-0.531121551754007	0	-0.620239946403419	-1	-0.477545054158286	0	-0.625555555555555
4351	mannose phosphate isomerase	MPI	-0.602868986708897	0	-0.695614817178976	-1	-0.244538804472406	0	-0.494444444444441
4524	methylenetetrahydrofolate reductase	MTHFR	-0.607319229754452	-1	-0.491387152616905	-1	0.33748458444421	1	-0.473333333333333
4534	myotubularin 1	MTM1	-0.495155611694395	0	-0.505010002103687	-1	-0.0120884786096482	0	-0.329999999999997
4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	MTRR	1.04243780516901	1	1.26335432829218	1	1.21691434494793	1	-0.312222222222223
4600	MX dynamin like GTPase 2	MX2	1.88596813582888	1	1.91455094644899	1	0.892758772911581	0	-0.332222222222219
4643	myosin IE	MYO1E	0.376024811602859	0	0.286981423767001	0	-0.781149645483898	-1	-0.301111111111111
4689	neutrophil cytosolic factor 4	NCF4	-0.569974580944193	-1	-1.24975341261473	-1	-0.740555272707395	-1	-0.605555555555553
4716	NADH:ubiquinone oxidoreductase subunit B10	NDUFB10	-0.419873790713231	0	-0.507897369388935	-1	-0.285701027001922	0	-0.325555555555553
4720	NADH:ubiquinone oxidoreductase core subunit S2	NDUFS2	-0.474387215859862	-1	-0.703951175900597	-1	-0.0363930546321463	0	-0.285555555555558
4723	NADH:ubiquinone oxidoreductase core subunit V1	NDUFV1	-0.392154861911406	0	-0.659298533311384	-1	-0.710872144626443	-1	-0.423333333333334
4731	NADH:ubiquinone oxidoreductase subunit V3	NDUFV3	-0.361838884494151	0	-0.476998040572164	-1	-0.833401548412574	-1	-0.279999999999997
4763	neurofibromin 1	NF1	0.188031080255278	0	0.228052292037454	0	0.511710489606081	1	-0.344444444444444
4771	neurofibromin 2	NF2	-0.513796450631382	0	-0.827863995755111	-1	-0.905639035277451	-1	-0.367777777777778
4775	nuclear factor of activated T cells 3	NFATC3	-0.668718111317107	-1	-0.886055558252355	-1	-0.425129661113072	0	-0.311111111111111
4783	nuclear factor, interleukin 3 regulated	NFIL3	1.59377050335532	1	1.31056362582902	1	1.83063105086375	1	-0.32333333333333
4798	nuclear factor related to kappaB binding protein	NFRKB	-0.483105301737345	-1	-0.218743983051846	0	-0.168023933475071	0	-0.373333333333331
4799	nuclear transcription factor, X-box binding 1	NFX1	0.41150138413054	1	0.188621233888792	0	0.274763838648934	0	-0.666666666666665
4802	nuclear transcription factor Y subunit gamma	NFYC	-0.190147297238425	0	-0.236447148323435	0	-0.597708294634829	-1	-0.412222222222217
4817	nitrilase 1	NIT1	-0.347504877722898	-1	-0.278077819406084	-1	0.351540215971324	1	-0.504444444444439
4836	N-myristoyltransferase 1	NMT1	-0.517642092794189	0	-0.614168705637349	-1	-0.387409591175743	0	-0.254444444444442
4848	CCR4-NOT transcription complex subunit 2	CNOT2	-0.471611257122929	-1	-0.359942503738713	0	-0.400748388668603	-1	-0.305555555555554
4928	nucleoporin 98	NUP98	0.599035630756887	1	0.352165611943407	0	0.280780946379	1	-0.443333333333331
4939	2'-5'-oligoadenylate synthetase 2	OAS2	0.67621594004614	1	1.04157216255099	1	1.16434920091822	1	-0.412222222222216
5018	OXA1L mitochondrial inner membrane protein	OXA1L	-0.330205031960297	0	-0.479734862051707	-1	-0.18612280721783	0	-0.305555555555552
5025	purinergic receptor P2X 4	P2RX4	0.980373781555654	1	1.24419794008657	1	1.60249558294051	1	-0.518888888888887
5027	purinergic receptor P2X 7	P2RX7	2.63940205191452	1	2.95738541901843	1	2.68352965078219	1	-0.339999999999999
5033	prolyl 4-hydroxylase subunit alpha 1	P4HA1	0.534166248203963	0	0.524623805230815	0	0.763372902724058	1	-0.571111111111105
5092	pterin-4 alpha-carbinolamine dehydratase 1	PCBD1	-0.255613450715884	0	-0.346228430210864	0	-0.656869360957451	-1	-0.36
5106	phosphoenolpyruvate carboxykinase 2, mitochondrial	PCK2	-0.815611295002391	-1	-0.871986886791852	-1	-0.314644075407648	0	-0.276666666666664
5116	pericentrin	PCNT	-0.53076024571781	0	-0.757525597554112	-1	-0.563066185109415	-1	-0.221111111111112
5127	cyclin dependent kinase 16	CDK16	0.961404691597563	1	0.712924658841212	1	0.572003076603579	1	-0.395555555555552
5147	phosphodiesterase 6D	PDE6D	-0.592501516790616	-1	-0.597423281072414	-1	0.0833137370851933	0	-0.498888888888887
5165	pyruvate dehydrogenase kinase 3	PDK3	-0.363970156699317	0	-1.10504235895215	-1	-0.719847815456342	0	-0.448888888888887
5204	prefoldin subunit 5	PFDN5	0.0974712839798837	0	-0.0825063983361769	0	-0.331185862590289	-1	-0.338888888888889
5250	solute carrier family 25 member 3	SLC25A3	-0.205546816119281	0	-0.330961542729264	-1	-0.30111354499795	-1	-0.274444444444443
5256	phosphorylase kinase regulatory subunit alpha 2	PHKA2	-0.464784684685778	-1	-0.751990180127416	-1	-0.556337802949425	-1	-0.48
5305	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	PIP4K2A	-0.159258872894808	0	-0.39059821776673	-1	-0.0922218364416132	0	-0.358888888888889
5330	phospholipase C beta 2	PLCB2	-0.636645569600711	0	-1.03671055417951	-1	-1.72552420876418	-1	-0.375555555555554
5336	phospholipase C gamma 2	PLCG2	-0.195961877550873	0	-0.401988998713492	-1	-0.496431962190075	-1	-0.308888888888887
5411	pinin, desmosome associated protein	PNN	0.0277611363761814	0	-0.096944823186444	0	-0.302393832099344	-1	-0.296666666666665
5430	RNA polymerase II subunit A	POLR2A	-0.439602907694944	-1	-0.397533977662738	-1	-0.240891201579194	0	-0.549999999999998
5465	peroxisome proliferator activated receptor alpha	PPARA	0.192729771268633	0	0.301611987642607	0	0.791323153296139	1	-0.203333333333332
5571	protein kinase AMP-activated non-catalytic subunit gamma 1	PRKAG1	-0.398846072317548	-1	-0.401737595636403	-1	-0.330463434316359	-1	-0.389999999999995
5591	protein kinase, DNA-activated, catalytic subunit	PRKDC	-0.230411191927965	0	-0.335203404652187	0	-0.586446548875653	-1	-0.401111111111109
5595	mitogen-activated protein kinase 3	MAPK3	-0.403500003670658	0	-0.56168340558183	-1	-0.0483008945919003	0	-0.422222222222222
5613	protein kinase X-linked	PRKX	0.627244468157185	1	0.874050332585599	1	-0.338529539020415	0	0.325555555555555
5707	proteasome 26S subunit, non-ATPase 1	PSMD1	-0.0459561209164701	0	-0.0687794403973871	0	-0.402238747452918	-1	-0.37111111111111
5717	proteasome 26S subunit, non-ATPase 11	PSMD11	0.385540212175375	1	0.47750888899569	1	0.14028739448309	0	-0.391111111111107
5721	proteasome activator subunit 2	PSME2	-0.119477333977409	0	0.313947543823421	0	1.20120637614929	1	1.53444444444445
5742	prostaglandin-endoperoxide synthase 1	PTGS1	-0.589435032107687	0	-0.947082984495514	-1	-2.21648641985157	-1	-0.395555555555555
5770	protein tyrosine phosphatase non-receptor type 1	PTPN1	0.647100983712145	1	0.697053654241456	1	0.705018456486957	1	-0.21222222222222
5771	protein tyrosine phosphatase non-receptor type 2	PTPN2	0.167446892138999	0	0.310219626825875	0	0.582528409073204	1	-0.329999999999997
5834	glycogen phosphorylase B	PYGB	-0.371213723432607	0	-0.516636100538339	-1	-0.0885410422338211	0	-0.335555555555556
5836	glycogen phosphorylase L	PYGL	-0.300388966301334	0	-0.720079356868339	-1	-1.17626853130153	-1	-0.264444444444445
5894	Raf-1 proto-oncogene, serine/threonine kinase	RAF1	-0.134356591330123	0	-0.0672561748531741	0	0.276043082804064	1	-0.39444444444444
5899	RAS like proto-oncogene B	RALB	0.203439334923315	0	0.569732704714246	1	0.427575400624475	1	-0.305555555555552
5906	RAP1A, member of RAS oncogene family	RAP1A	-0.0869995609291898	0	-0.194453329877945	0	-0.338732953440575	-1	-0.39444444444444
5921	RAS p21 protein activator 1	RASA1	-0.312731745983843	0	-0.44475349140591	-1	-0.117511990038325	0	-0.384444444444441
5926	AT-rich interaction domain 4A	ARID4A	-0.519640514245763	-1	-0.345337012401894	0	-0.255629442227377	0	-0.429999999999999
5931	RB binding protein 7, chromatin remodeling factor	RBBP7	-0.551935539290412	-1	-0.736105609648614	-1	-1.03880999955136	-1	-0.223333333333333
5970	RELA proto-oncogene, NF-kB subunit	RELA	0.816400992767896	1	0.657525553048053	1	0.752556464624536	1	-0.391111111111109
5987	tripartite motif containing 27	TRIM27	-0.3972092751457	-1	-0.382456103839935	-1	-0.216651825405835	0	-0.35555555555555
5993	regulatory factor X5	RFX5	-0.155414027646621	0	-0.517762685565669	-1	0.366915807536394	0	-0.519999999999998
6041	ribonuclease L	RNASEL	-0.721963868797337	-1	-0.761651557309621	-1	-0.3124882417537	0	-0.348888888888889
6199	ribosomal protein S6 kinase B2	RPS6KB2	-0.508686970972983	0	-0.702261327701253	-1	-0.453359018184965	0	-0.389999999999996
6238	ribosome binding protein 1	RRBP1	0.393366253325274	0	0.674194910547042	1	0.525408265033041	1	-0.302222222222222
6249	CAP-Gly domain containing linker protein 1	CLIP1	0.416038589104405	1	0.796086328961865	1	0.705342594505272	1	-0.235555555555553
6251	Ras suppressor protein 1	RSU1	-0.111224048210721	0	-0.297317960668886	0	-0.568588703828466	-1	-0.245555555555552
6256	retinoid X receptor alpha	RXRA	-0.308556522769265	0	-0.563795780238035	-1	-1.19273546579089	-1	-0.351111111111111
6257	retinoid X receptor beta	RXRB	-0.674566045163473	-1	-0.747890248918859	-1	-0.516731705607151	-1	-0.343333333333332
6293	VPS52 subunit of GARP complex	VPS52	-0.501671654467771	-1	-0.840568799726652	-1	-0.685848264949085	-1	-0.31444444444444
6311	ataxin 2	ATXN2	-0.518602002055506	-1	-0.278131550140415	-1	-0.170329216709836	0	-0.34333333333333
6446	serum/glucocorticoid regulated kinase 1	SGK1	0.722701297869348	1	0.632926882308574	1	0.479664519492678	1	-0.424444444444443
6497	SKI proto-oncogene	SKI	-0.348525420066345	0	-0.924125201345158	-1	-1.2845282774063	-1	0.25111111111111
6513	solute carrier family 2 member 1	SLC2A1	2.42096224709051	1	2.67198744862189	1	1.58799898100771	1	-0.309999999999998
6598	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	SMARCB1	-0.122655528321104	0	-0.103002907593741	0	-0.304895372308337	-1	-0.49555555555555
6601	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	SMARCC2	-0.257462393475276	0	-0.437949604269871	-1	-0.0682460313997293	0	-0.283333333333331
6619	small nuclear RNA activating complex polypeptide 3	SNAPC3	-0.32616888079991	-1	-0.245230931135925	0	0.251915482597425	0	-0.489999999999999
6624	fascin actin-bundling protein 1	FSCN1	0.336274544363157	0	0.633364075562566	0	1.11377636504749	1	0.397777777777778
6642	sorting nexin 1	SNX1	-0.295924584477246	-1	-0.360672021738258	-1	-0.187540826001511	0	-0.407777777777776
6648	superoxide dismutase 2	SOD2	0.722666077470713	1	0.95890961402454	1	1.0500081720705	1	0.334444444444449
6659	SRY-box transcription factor 4	SOX4	0.335780856332546	0	0.709229044629575	0	1.02538886446137	1	0.282222222222224
