ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test
7850	interleukin 1 receptor type 2	IL1R2	1.71776339325813	1	1.86189353427315	1	0.611896449831358	0
9334	beta-1,4-galactosyltransferase 5	B4GALT5	1.07402703700838	1	1.87070072278102	1	1.24639333580749	1
10402	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	ST3GAL6	1.75520828915633	1	1.53708151008188	1	0.878399396215379	1
4063	lymphocyte antigen 9	LY9	1.6074383486391	1	1.70204720451401	1	0.843044288860662	0
29967	LDL receptor related protein 12	LRP12	1.6526814061078	1	1.70187289305869	1	0.793980777927427	0
51363	carbohydrate sulfotransferase 15	CHST15	1.78541843567768	1	1.32857481608348	1	1.03358924087724	1
9021	suppressor of cytokine signaling 3	SOCS3	1.51591383395975	1	1.236895020289	0	1.37851665666964	1
7185	TNF receptor associated factor 1	TRAF1	1.79792675515471	1	1.14399065999096	1	1.18613283077107	1
9435	carbohydrate sulfotransferase 2	CHST2	0.91242634143663	0	1.1926984218766	1	2.02280508001803	1
10062	nuclear receptor subfamily 1 group H member 3	NR1H3	0.883134376966169	1	1.41475057146925	1	1.81028351579712	1
2180	acyl-CoA synthetase long chain family member 1	ACSL1	1.23791208306403	1	1.26102536758097	1	1.60649296991327	1
127281	peroxiredoxin like 2B	PRXL2B	1.23003646522904	1	1.35620848663514	1	1.47513283899741	1
2633	guanylate binding protein 1	GBP1	0.509611103988071	0	1.22152879098005	1	2.31823450146208	1
1109	aldo-keto reductase family 1 member C4	AKR1C4	1.28491448602682	1	2.09438648464132	1	0.669081717308943	0
1846	dual specificity phosphatase 4	DUSP4	1.73871371144632	1	1.18422480486556	0	1.11712729970979	0
3659	interferon regulatory factor 1	IRF1	0.83497546003561	0	1.32740153322516	1	1.85842103454635	1
962	CD48 molecule	CD48	0.846159173941496	1	1.40242619618355	1	1.77114500096157	1
90637	zinc finger AN1-type containing 2A	ZFAND2A	2.28308012474445	1	1.36149492166713	1	0.328784568464211	0
5996	regulator of G protein signaling 1	RGS1	1.39144381980173	1	1.05034349927028	0	1.51569181137598	1
92181	ubiquitin domain containing 2	UBTD2	1.62739658438738	1	1.35089146098199	1	0.961818820112896	1
135228	CD109 molecule	CD109	1.4225433984607	1	1.57931742112305	1	0.934821771980941	0
941	CD80 molecule	CD80	1.35107917410172	1	1.12125957554085	1	1.46356822337354	1
9531	BCL2 associated athanogene 3	BAG3	2.16809221421194	1	1.31803953552723	1	0.425971919409074	0
9956	heparan sulfate-glucosamine 3-sulfotransferase 2	HS3ST2	1.36902208569469	1	1.43982332330783	1	1.0972816683557	0
150365	meiotic double-stranded break formation protein 1	MEI1	0.849690960019583	0	1.12628351312214	0	1.88575631167939	1
8900	cyclin A1	CCNA1	1.14934705585114	0	1.80598638895525	1	0.904531798697121	0
389072	pleckstrin homology domain containing M3	PLEKHM3	1.14405160536907	1	1.64734745587664	1	1.06772971108015	1
7128	TNF alpha induced protein 3	TNFAIP3	1.32996826101666	1	1.03309647840189	1	1.45218374464391	1
444	aspartate beta-hydroxylase	ASPH	1.34123586194044	1	1.89451320031333	1	0.564998435126926	0
10537	ubiquitin D	UBD	0.290623716543514	0	0.578353151306272	0	2.92652290599861	1
84883	apoptosis inducing factor mitochondria associated 2	AIFM2	1.45910969861532	1	1.43801206373919	1	0.898377983577999	1
85403	ELL associated factor 1	EAF1	1.44203573253804	1	1.23624059061228	1	1.10704726741342	1
84981	MIR22 host gene	MIR22HG	1.80583790471051	1	1.38249702146472	1	0.592007034666475	0
24145	pannexin 1	PANX1	1.35661204756309	1	1.11431745134511	1	1.30533013479564	1
91351	DExD/H-box 60 like	DDX60L	0.842867886422269	0	1.58118713491024	1	1.29526668749836	1
9263	serine/threonine kinase 17a	STK17A	1.40011570824504	1	1.21619456352805	1	1.09500580736516	1
54971	BTG3 associated nuclear protein	BANP	1.48908419834542	1	1.37268930477169	1	0.839858643966803	1
153020	RasGEF domain family member 1B	RASGEF1B	1.38692652202252	1	1.33090424136648	1	0.972565341539875	1
55179	Fas apoptotic inhibitory molecule	FAIM	0.920072365434393	0	1.38864998506541	1	1.38082705807932	1
9242	musculin	MSC	1.29789938730403	1	1.31202797294048	1	1.07014515115453	1
25822	DnaJ heat shock protein family (Hsp40) member B5	DNAJB5	1.78988566396877	1	1.33800002896798	1	0.547921397581021	0
664	BCL2 interacting protein 3	BNIP3	1.5878386607803	1	1.49597702870671	1	0.587051471054288	0
3783	potassium calcium-activated channel subfamily N member 4	KCNN4	1.10230520214432	0	1.33329642432409	1	1.23202337078541	1
1593	cytochrome P450 family 27 subfamily A member 1	CYP27A1	0.661758179780765	0	1.18209936132652	0	1.81673631360289	1
117289	T cell activation RhoGTPase activating protein	TAGAP	1.07788305830852	1	0.919505106783205	1	1.66155952459896	1
10133	optineurin	OPTN	0.91704295545631	0	1.14629758712169	1	1.58973059089326	1
541471	MIR4435-2 host gene	MIR4435-2HG	1.39235327500877	1	1.55062665034331	1	0.689594745471387	0
85027	small integral membrane protein 3	SMIM3	1.18273321346271	1	1.44751671895857	1	0.996190494829888	1
200734	sprouty related EVH1 domain containing 2	SPRED2	1.42921719506344	1	0.989706055279626	1	1.20499665730028	1
26286	ADP ribosylation factor GTPase activating protein 3	ARFGAP3	1.44608037781102	1	1.1549477452536	1	1.0199385577919	1
2995	glycophorin C (Gerbich blood group)	GYPC	0.563089228194956	0	0.885476668254746	1	2.1689598383583	1
23034	sterile alpha motif domain containing 4A	SAMD4A	1.1257352194619	1	1.39228340273126	1	1.09354348157885	1
4047	lanosterol synthase	LSS	1.0325449133315	1	1.35551312073134	1	1.21906933367407	1
9765	zinc finger FYVE-type containing 16	ZFYVE16	1.29374544289634	1	1.28021960547396	1	1.02097563633155	1
7088	TLE family member 1, transcriptional corepressor	TLE1	1.68472720293939	1	1.31888892007729	1	0.58977385974206	0
7345	ubiquitin C-terminal hydrolase L1	UCHL1	0.52088975582228	0	1.24653613127714	0	1.82198127516024	1
11221	dual specificity phosphatase 10	DUSP10	1.19941856867384	1	1.13550998695831	1	1.25244375843604	1
79135	apolipoprotein O	APOO	0.524227732475639	0	0.897911469300087	1	2.15447330720179	1
8878	sequestosome 1	SQSTM1	1.32351127176297	1	1.46348602368023	1	0.781437393412444	1
57674	ring finger protein 213	RNF213	0.732564196414591	0	1.63272687038987	1	1.19334516474245	1
8564	kynurenine 3-monooxygenase	KMO	1.21525631271489	1	1.17795527006605	1	1.15119310692602	1
116211	transmembrane 4 L six family member 19	TM4SF19	1.03125183095772	0	1.31769689349296	1	1.1867668231599	0
79651	rhomboid 5 homolog 2	RHBDF2	0.74781587398925	0	1.04486783537364	0	1.7414822477078	1
6515	solute carrier family 2 member 3	SLC2A3	1.80473991839707	1	1.17723483719391	1	0.532610307930049	0
29966	striatin 3	STRN3	1.61950151143527	1	1.17792925425518	1	0.699647162397893	0
8638	2'-5'-oligoadenylate synthetase like	OASL	0.573213514917335	0	1.60861916026117	1	1.30154294607653	0
51149	MRN complex interacting protein	MRNIP	1.45601643401429	1	1.34252697414802	1	0.679434694258044	1
10135	nicotinamide phosphoribosyltransferase	NAMPT	1.24069598397633	1	1.19462151090931	1	1.04024864315473	1
57817	hepcidin antimicrobial peptide	HAMP	0.82758593388674	0	1.15671447540447	0	1.48952342352389	1
10501	semaphorin 6B	SEMA6B	0.754607071288032	0	0.901787779988867	0	1.80277513193345	1
2634	guanylate binding protein 2	GBP2	1.14327997945003	1	0.846590461440275	1	1.46077183627373	1
6385	syndecan 4	SDC4	1.40093399366207	1	1.10770275303553	1	0.930780828178698	1
8013	nuclear receptor subfamily 4 group A member 3	NR4A3	1.37297341712575	1	1.17380416186122	1	0.889838291582127	0
112597	cytoskeleton regulator RNA	CYTOR	1.28684350679285	1	1.48944807470702	1	0.655555963191684	0
219333	ubiquitin specific peptidase 12	USP12	1.47355229284249	1	1.36098142074829	1	0.588259754630181	1
55151	transmembrane protein 38B	TMEM38B	0.756404643387953	0	0.862650129092984	1	1.80026451332256	1
7779	solute carrier family 30 member 1	SLC30A1	1.50052838186518	1	1.13981927906283	1	0.777053049788334	1
2534	FYN proto-oncogene, Src family tyrosine kinase	FYN	1.73515639044065	1	1.4545059387709	1	0.208690422569973	0
7804	LDL receptor related protein 8	LRP8	1.134122039102	1	1.3841102226296	1	0.848782422473079	0
8676	syntaxin 11	STX11	1.22155233611973	1	1.0409684697977	1	1.10100176941822	1
53831	G protein-coupled receptor 84	GPR84	0.840894547066217	0	0.853596393954236	0	1.65511238459759	1
272	adenosine monophosphate deaminase 3	AMPD3	1.27157956633159	1	1.2756539545252	1	0.791058292620365	0
6509	solute carrier family 1 member 4	SLC1A4	1.06973760252432	1	1.41289176790136	1	0.85340469614761	0
64968	mitochondrial ribosomal protein S6	MRPS6	1.19126291351764	1	1.02492069636827	1	1.1106025114648	1
53834	fibroblast growth factor receptor like 1	FGFRL1	1.43936209627972	1	1.3610412553499	1	0.512582022494428	0
3096	HIVEP zinc finger 1	HIVEP1	1.09641924677406	1	0.895530045385925	1	1.30958954021921	1
26973	cysteine and histidine rich domain containing 1	CHORDC1	1.54342353126293	1	1.10163390959903	1	0.639356926925654	0
57458	transmembrane and coiled-coil domain family 3	TMCC3	1.12092583859468	1	1.20645429001421	1	0.955043277249933	0
7159	tumor protein p53 binding protein 2	TP53BP2	1.32732205287762	1	1.17174677732996	1	0.782766710063084	1
5142	phosphodiesterase 4B	PDE4B	0.84598249687823	0	0.590562841096789	0	1.83050044932134	1
23099	zinc finger and BTB domain containing 43	ZBTB43	1.41788455016257	1	1.20906196622158	1	0.633047440782006	1
154743	base methyltransferase of 25S rRNA 2 homolog	BMT2	1.14831681912092	1	0.940740155740594	1	1.16665809180078	1
5265	serpin family A member 1	SERPINA1	0.651036569515101	0	0.720167985913244	0	1.87957295082701	1
9451	eukaryotic translation initiation factor 2 alpha kinase 3	EIF2AK3	1.6837633260916	1	0.972816804074416	1	0.591398051745264	0
80218	N(alpha)-acetyltransferase 50, NatE catalytic subunit	NAA50	1.22705666265489	1	1.35577583552971	1	0.66426270062118	0
2745	glutaredoxin	GLRX	1.11834492398217	1	1.09680329320215	1	1.02526148990466	1
84166	NLR family CARD domain containing 5	NLRC5	0.198615779863335	0	1.10690936965643	1	1.93271766440004	1
5990	regulatory factor X2	RFX2	1.09956552361617	1	0.878209299191438	1	1.25922382935078	1
84102	solute carrier family 41 member 2	SLC41A2	0.974768089198065	1	1.05080018706985	1	1.21019919734518	1
29948	oxidative stress induced growth inhibitor 1	OSGIN1	1.92809435210186	1	1.4101100273569	1	-0.104905216373623	0
85465	selenoprotein I	SELENOI	1.02618084013303	1	1.33561942144374	1	0.865748641302007	1
54407	solute carrier family 38 member 2	SLC38A2	0.838842512758243	1	1.35459068127305	1	1.02376481892669	1
5606	mitogen-activated protein kinase kinase 3	MAP2K3	1.51027299011955	1	1.17956800559112	1	0.525447236982572	0
23657	solute carrier family 7 member 11	SLC7A11	1.22550057915943	1	1.12248391334347	1	0.855280060686823	1
284266	sialic acid binding Ig like lectin 15	SIGLEC15	0.198309617673422	0	0.767164751935299	0	2.22315456650576	1
8303	stannin	SNN	1.16303433910661	1	1.06859377465974	1	0.955934975614724	1
10950	BTG anti-proliferation factor 3	BTG3	1.15260811912147	1	0.882732922292009	1	1.14596204116992	1
92610	TRAF interacting protein with forkhead associated domain	TIFA	0.750893217542213	0	0.985004535171141	0	1.44353998725002	1
7358	UDP-glucose 6-dehydrogenase	UGDH	1.29138113002436	1	1.54057065182251	1	0.340371492314476	0
9704	DExH-box helicase 34	DHX34	1.34038673839233	1	1.02156078023843	1	0.782507653090324	1
10672	G protein subunit alpha 13	GNA13	1.22744927295793	1	1.250571917191	1	0.658596275343642	1
144195	solute carrier family 2 member 14	SLC2A14	1.68073293235455	1	0.985464860245376	1	0.466355523473952	0
5962	radixin	RDX	0.604053552140428	0	1.11742166588032	1	1.40646816140617	1
1847	dual specificity phosphatase 5	DUSP5	1.3242432213212	1	1.02546047295718	1	0.778014039798084	0
5025	purinergic receptor P2X 4	P2RX4	0.804310504158748	1	1.03560087600603	1	1.28016861195043	1
29126	CD274 molecule	CD274	0.882495106527678	1	0.961757388176451	1	1.27472593647963	1
28984	regulator of cell cycle	RGCC	1.13294770924343	1	1.24237604149858	1	0.74352011840096	1
958	CD40 molecule	CD40	0.82972354550672	0	1.24045807042207	1	1.04576611289516	1
79961	DENN domain containing 2D	DENND2D	1.01525617101712	1	1.03787194602349	1	1.06128308741648	1
6526	solute carrier family 5 member 3	SLC5A3	1.03758570685377	1	1.03187355950999	1	1.02819691179493	1
8797	TNF receptor superfamily member 10a	TNFRSF10A	0.919202931476686	0	1.24288272793656	1	0.932374106821511	0
55357	TBC1 domain family member 2	TBC1D2	0.918854632539105	1	1.17785707054431	1	0.992454002993583	1
6541	solute carrier family 7 member 1	SLC7A1	1.34559950041736	1	1.21933617892129	1	0.513535840493011	0
2632	1,4-alpha-glucan branching enzyme 1	GBE1	0.755938004725682	1	1.46485485630305	1	0.845532929139763	1
5898	RAS like proto-oncogene A	RALA	1.10476481293818	1	1.27837476085375	1	0.680087828599671	0
55026	transmembrane protein 255A	TMEM255A	0.780559669890915	0	1.08649550853629	1	1.19591821743773	1
55647	RAB20, member RAS oncogene family	RAB20	1.03193841541366	1	0.948935821693016	1	1.0742073615735	1
89857	kelch like family member 6	KLHL6	1.08873789303961	1	1.07978782858648	1	0.885548129533669	1
51232	cysteine rich transmembrane BMP regulator 1	CRIM1	0.794476804116716	1	1.01431640061863	1	1.24284271299948	1
9123	solute carrier family 16 member 3	SLC16A3	1.11971031407863	1	1.1052463168208	1	0.816938585141749	1
51524	transmembrane protein 138	TMEM138	0.68010250546183	1	0.930313348493762	1	1.42879687379379	1
7280	tubulin beta 2A class IIa	TUBB2A	1.32743471812125	1	1.34469754262498	1	0.329997681683055	0
4327	matrix metallopeptidase 19	MMP19	1.23718477876291	0	1.28012737986985	1	0.482676326359977	0
10964	interferon induced protein 44 like	IFI44L	-0.0989469658006268	0	0.959584853266838	0	2.13527030130114	1
7378	uridine phosphorylase 1	UPP1	1.05283522019887	1	1.04548967667817	1	0.892563209346914	1
9308	CD83 molecule	CD83	1.08631434003803	1	0.919725046846162	1	0.983543129621637	1
57089	ectonucleoside triphosphate diphosphohydrolase 7	ENTPD7	1.38828288887395	1	1.24011427685549	1	0.345246511240385	0
710	serpin family G member 1	SERPING1	0.0980143705327308	0	0.538504911006424	0	2.33571846677445	1
26509	myoferlin	MYOF	0.772795375138541	0	0.889471461297909	0	1.30683441632366	1
80149	zinc finger CCCH-type containing 12A	ZC3H12A	1.02706677038612	1	0.712509533129854	0	1.22877616509502	1
2643	GTP cyclohydrolase 1	GCH1	0.236216071666185	0	0.967586338204029	0	1.75683063841313	1
10725	nuclear factor of activated T cells 5	NFAT5	0.98498219683859	1	0.985204263915977	1	0.986826469453034	1
4286	melanocyte inducing transcription factor	MITF	1.20619417035129	1	1.18502135178742	1	0.553445760028067	1
7982	suppression of tumorigenicity 7	ST7	1.39487619518554	1	1.27924525540612	1	0.26481358879918	0
5361	plexin A1	PLXNA1	0.924280518338259	1	1.14199042812767	1	0.857396748998999	1
10154	plexin C1	PLXNC1	0.151216306068205	0	0.677413628041341	0	2.07184390337908	1
3914	laminin subunit beta 3	LAMB3	0.966454148615075	0	0.742336242332197	0	1.18993584089428	1
10105	peptidylprolyl isomerase F	PPIF	1.11750328412745	1	0.962737941471167	1	0.810500185366303	1
7188	TNF receptor associated factor 5	TRAF5	1.36481246575752	1	0.970964855041265	1	0.553542245710425	0
1959	early growth response 2	EGR2	1.09797725241577	1	0.855547900537571	1	0.919239440899723	1
51523	CXXC finger protein 5	CXXC5	1.08227240756893	1	1.30859916608778	1	0.469728852066552	0
7296	thioredoxin reductase 1	TXNRD1	1.021436294136	1	1.33352657629745	1	0.495011940268521	0
125228	family with sequence similarity 210 member A	FAM210A	1.48838983798814	1	0.886818419594402	1	0.473143811569599	0
1051	CCAAT enhancer binding protein beta	CEBPB	1.04411488797751	1	0.863957398745098	1	0.938712474744213	1
4609	MYC proto-oncogene, bHLH transcription factor	MYC	1.4795341916998	1	1.15564174410694	1	0.211264640611635	0
6714	SRC proto-oncogene, non-receptor tyrosine kinase	SRC	0.971189467869204	1	1.10678495240963	1	0.764742815661759	1
7037	transferrin receptor	TFRC	0.722030786369372	1	0.948088544739955	1	1.16383288796984	1
2055	CLN8 transmembrane ER and ERGIC protein	CLN8	1.04285136686454	1	0.965188715050177	1	0.825448458010646	1
9569	GTF2I repeat domain containing 1	GTF2IRD1	1.3968810944345	1	1.20253027481344	1	0.230633229655842	0
10678	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	B3GNT2	0.980629335413276	1	1.02008914038091	1	0.823017767727496	1
55092	transmembrane protein 51	TMEM51	1.17675912028918	1	0.759970727158834	1	0.873793795902518	1
27342	RAB guanine nucleotide exchange factor 1	RABGEF1	1.37769250932026	1	1.03231987066697	1	0.399483197290362	0
3091	hypoxia inducible factor 1 subunit alpha	HIF1A	1.30385861237512	1	0.679239484411337	0	0.817273304946202	0
25780	RAS guanyl releasing protein 3	RASGRP3	0.84866090156325	0	0.957936952502731	1	0.989208297422531	0
6648	superoxide dismutase 2	SOD2	0.846533249407837	1	0.956570431834837	1	0.984926924180527	1
6484	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	ST3GAL4	0.777703338544191	1	1.09150697613184	1	0.91845599474048	1
83641	family with sequence similarity 107 member B	FAM107B	1.16247144838287	1	1.01181538667045	1	0.610424996280869	0
5150	phosphodiesterase 7A	PDE7A	1.08920254384391	1	1.09343900142687	1	0.600676086786841	0
123	perilipin 2	PLIN2	1.08133573332137	1	0.831856588802022	1	0.862592450064396	1
152007	GLI pathogenesis related 2	GLIPR2	0.870630381601842	1	0.912368907565453	1	0.970352646631747	1
6574	solute carrier family 20 member 1	SLC20A1	0.765660901308102	1	0.78841808984774	1	1.19738304102399	1
57584	Rho GTPase activating protein 21	ARHGAP21	0.888556201815355	1	1.22196974578801	1	0.636897542586322	0
114882	oxysterol binding protein like 8	OSBPL8	0.893255533160758	1	1.32364115599297	1	0.529847089472142	0
55362	transmembrane protein 63B	TMEM63B	0.661718408617521	1	1.13211561746695	1	0.949903271085546	1
23780	apolipoprotein L2	APOL2	0.21151513153904	0	1.1481888961064	1	1.37938258581648	1
59274	talin rod domain containing 1	TLNRD1	1.39249443391348	1	1.02710291470988	1	0.315047613563813	0
8942	kynureninase	KYNU	0.720427571610932	1	0.882213451396742	1	1.12506473091053	1
285590	SH3 and PX domains 2B	SH3PXD2B	0.945595011044947	1	0.877193773831261	1	0.88394060005781	1
55454	chondroitin sulfate N-acetylgalactosaminyltransferase 2	CSGALNACT2	1.02737274178239	1	0.969612028537671	1	0.708909706415779	1
29015	solute carrier family 43 member 3	SLC43A3	0.750326368608492	1	0.817990293752837	1	1.13337984863582	1
22808	muscle RAS oncogene homolog	MRAS	0.97423478464942	1	0.945458114165325	1	0.778154683868237	1
201163	folliculin	FLCN	1.07740432480122	1	0.975368130999328	1	0.633742191715074	1
9467	SH3 domain binding protein 5	SH3BP5	0.96046973955556	1	1.00757948911889	1	0.698899713270482	1
5533	protein phosphatase 3 catalytic subunit gamma	PPP3CC	0.848274014005117	1	0.941217564493888	1	0.876613004341431	1
