ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test
55902	acyl-CoA synthetase short chain family member 2	ACSS2	-0.493107426793852	0	-0.49472705126751	0	0.129407302117958	0
5742	prostaglandin-endoperoxide synthase 1	PTGS1	-0.449169553404616	0	-0.699733988460105	0	-1.05887824042014	-1
6256	retinoid X receptor alpha	RXRA	-0.180714149891511	0	-0.146133091121017	0	-0.528242000269074	-1
6257	retinoid X receptor beta	RXRB	-0.518642123748556	-1	-0.461276603351687	0	-0.629666427661345	-1
6307	methylsterol monooxygenase 1	MSMO1	0.172011274707248	0	-0.202733612393677	0	0.587038010126971	0
6309	sterol-C5-desaturase	SC5D	0.62532265339906	0	0.180574949588685	0	0.489012993667611	0
6319	stearoyl-CoA desaturase	SCD	0.533697170453518	0	0.576410363552201	0	1.37213522505668	1
6646	sterol O-acyltransferase 1	SOAT1	0.524070205831778	0	0.877775746148494	1	1.19515414227545	1
6667	Sp1 transcription factor	SP1	-0.285214561681085	0	-0.324370009854574	0	0.139548214935111	0
7351	uncoupling protein 2	UCP2	-0.282415590608212	0	-0.245585493391811	0	-0.326195669886843	0
8394	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	PIP5K1A	0.161411379564425	0	0.191363224282895	0	0.188414853006915	0
8396	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	PIP4K2B	-0.313745117235065	0	-0.304497515772375	0	0.126288103249996	0
8542	apolipoprotein L1	APOL1	-0.32025346117312	0	0.321281282849068	0	1.47185882405569	1
8613	phospholipid phosphatase 3	PLPP3	1.67125613127205	1	1.80290410917151	1	2.10945356798388	1
8760	CDP-diacylglycerol synthase 2	CDS2	-0.0737667626518785	0	0.23095538934936	0	0.391460312025048	0
9663	lipin 2	LPIN2	-0.0759876248971043	0	-0.364303271427724	0	-0.0761796965363395	0
9791	phosphatidylserine synthase 1	PTDSS1	-0.0695261728607264	0	-0.193294013943893	0	-0.0299685798409506	0
9885	oxysterol binding protein like 2	OSBPL2	-0.2933401022855	-1	-0.100190869812534	0	-0.0620084818774664	0
